"id_norma_modificatoria","id_norma_modificada","tipo_norma","nro_norma","clase_norma","organismo_origen","fecha_boletin","titulo_sumario","titulo_resumido"
"375454","366450","Resolución","649","","MINISTERIO DE TRABAJO, EMPLEO Y SEGURIDAD SOCIAL","2022-06-14","MINISTERIO DE TRABAJO, EMPLEO Y SEGURIDAD SOCIAL","SUMA FIJA - FIJASE"
"375459","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375460","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375461","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375462","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375463","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375464","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375465","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375466","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375467","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375468","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375469","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375470","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375471","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375472","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375473","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375474","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375475","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375476","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375477","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375478","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375479","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375480","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375481","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375482","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375483","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375484","68396","Decreto","1023","","PODER EJECUTIVO NACIONAL (P.E.N.)","2001-08-16","ADMINISTRACION PUBLICA NACIONAL","CONTRATACIONES DEL ESTADO - REGIMEN"
"375498","39880","Ley","24714","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1996-10-18","ASIGNACIONES FAMILIARES","NUEVO REGIMEN - APROBACION"
"375498","326006","Resolución","11","","SECRETARIA DE SEGURIDAD SOCIAL","2019-08-01","MINISTERIO DE SALUD Y DESARROLLO SOCIAL","NORMAS COMPLEMENTARIAS Y ACLARATORIAS - APRUEBANSE"
"375498","346233","Ley","27611","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2021-01-15","LEY NACIONAL DE ATENCION Y CUIDADO INTEGRAL DE LA SALUD DURANTE EL EMBARAZO Y LA PRIMERA INFANCIA","DISPOSICIONES"
"375499","639","Ley","24241","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1993-10-18","SISTEMA INTEGRADO DE JUBILACIONES Y PENSIONES","CREACION"
"375500","374560","Decreto","758","","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-11-10","REFUERZO ALIMENTARIO PARA ADULTOS SIN INGRESOS","DISPOSICIONES"
"375501","200638","Decreto","1382","DNU","PODER EJECUTIVO NACIONAL (P.E.N.)","2012-08-13","ADMINISTRACION PUBLICA NACIONAL","AGENCIA DE ADMINISTRACION DE BIENES DEL ESTADO - CREACION"
"375501","279844","Resolución","258","E","AGENCIA DE ADMINISTRACION DE BIENES DEL ESTADO","2017-09-22","AGENCIA DE ADMINISTRACION DE BIENES DEL ESTADO","MANUAL DE ESTANDARES DE ESPACIOS DE TRABAJO DEL ESTADO NACIONAL"
"375501","345925","Resolución","177","","AGENCIA DE ADMINISTRACION DE BIENES DEL ESTADO","2020-12-31","AGENCIA DE ADMINISTRACION DE BIENES DEL ESTADO","MANUAL DE ESTANDARES DE ESPACIOS DE TRABAJO DEL ESTADO NACIONAL"
"375502","45186","Ley","22423","","PODER EJECUTIVO NACIONAL (P.E.N.)","1981-03-12","INMUEBLES DEL ESTADO NACIONAL","VENTA - DELEGACION DE FACULTADES EN EL P.E.N. -"
"375502","366","Ley","23967","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1991-09-10","TIERRAS FISCALES","TRANSFERENCIAS A PROVINCIAS"
"375502","7393","Decreto","2137","DNU","PODER EJECUTIVO NACIONAL (P.E.N.)","1991-10-23","EMERGENCIA ECONOMICA","INCLUSION"
"375502","554","Ley","24156","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1992-10-29","ADMINISTRACION FINANCIERA Y SISTEMAS DE CONTROL","DISPOSICIONES GENERALES"
"375502","337561","Resolución","41","","AGENCIA DE ADMINISTRACION DE BIENES DEL ESTADO","2020-05-15","AGENCIA DE ADMINISTRACION DE BIENES DEL ESTADO","PERCEPCION DE CUOTAS - SUSPENDASE"
"375504","39200","Decreto","1019","","PODER EJECUTIVO NACIONAL (P.E.N.)","1996-09-11","OBRAS VIALES","AMPLIACION - REMODELACION - CONSERVACION"
"375505","39200","Decreto","1019","","PODER EJECUTIVO NACIONAL (P.E.N.)","1996-09-11","OBRAS VIALES","AMPLIACION - REMODELACION - CONSERVACION"
"375506","39200","Decreto","1019","","PODER EJECUTIVO NACIONAL (P.E.N.)","1996-09-11","OBRAS VIALES","AMPLIACION - REMODELACION - CONSERVACION"
"375507","39200","Decreto","1019","","PODER EJECUTIVO NACIONAL (P.E.N.)","1996-09-11","OBRAS VIALES","AMPLIACION - REMODELACION - CONSERVACION"
"375508","355387","Resolución","1531","","DIRECCION NACIONAL DE VIALIDAD","2021-10-18","DIRECCION NACIONAL DE VIALIDAD","REGLAMENTO OPERATIVO - APROBACION"
"375509","335303","Resolución","94","","ENTE NACIONAL REGULADOR DEL GAS","2020-03-11","ENTE NACIONAL REGULADOR DEL GAS","REGLAMENTO DE COMERCIALIZADORES"
"375510","17938","Ley","17741","","PODER EJECUTIVO NACIONAL (P.E.N.)","1968-05-30","CINEMATOGRAFIA","CINE NACIONAL"
"375510","364478","Resolución","485","","INSTITUTO NACIONAL DE CINE Y ARTES AUDIOVISUALES","2022-05-10","INSTITUTO NACIONAL DE CINE Y ARTES AUDIOVISUALES","COSTO PELICULA NACIONAL DE PRESUPUESTO MEDIO - FIJASE"
"375511","79980","Ley","25675","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2002-11-28","POLITICA AMBIENTAL NACIONAL","PRESUPUESTO MINIMOS PARA GESTION SUSTENTABLE"
"375512","373126","Resolución","1753","","MINISTERIO DE CULTURA","2022-10-17","MINISTERIO DE CULTURA","TERCERA CONVOCATORIA - APROBACION"
"375513","335790","Resolución","121","","MINISTERIO DE DESARROLLO SOCIAL","2020-03-20","MINISTERIO DE DESARROLLO SOCIAL","PROGRAMA NACIONAL DE INCLUSION SOCIO-PRODUCTIVA Y DESARROLLO LOCAL  'POTENCIAR TRABAJO'"
"375514","369712","Resolución","1191","","MINISTERIO DE DESARROLLO SOCIAL","2022-08-16","MINISTERIO DE DESARROLLO SOCIAL","PROCESO PARA LA IMPLEMENTACION DEL REGIMEN DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375516","369712","Resolución","1191","","MINISTERIO DE DESARROLLO SOCIAL","2022-08-16","MINISTERIO DE DESARROLLO SOCIAL","PROCESO PARA LA IMPLEMENTACION DEL REGIMEN DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375517","369712","Resolución","1191","","MINISTERIO DE DESARROLLO SOCIAL","2022-08-16","MINISTERIO DE DESARROLLO SOCIAL","PROCESO PARA LA IMPLEMENTACION DEL REGIMEN DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375518","365581","Resolución","620","","MINISTERIO DE DESARROLLO SOCIAL","2022-05-31","MINISTERIO DE DESARROLLO SOCIAL","PROCESO REGIMEN DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375521","272124","Resolución","21","E","MINISTERIO DE AGROINDUSTRIA","2017-02-24","MINISTERIO DE AGROINDUSTRIA","REGISTRO UNICO DE OPERADORES DE LA CADENA AGROINDUSTRIAL"
"375521","368255","Resolución","5235","General Conjunta","MINISTERIO DE TRANSPORTE","2022-07-19","TRANSPORTE","DOCUMENTACION OBLIGATORIA"
"375521","368255","Resolución","5235","General Conjunta","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","2022-07-19","TRANSPORTE","DOCUMENTACION OBLIGATORIA"
"375521","368255","Resolución","5235","General Conjunta","MINISTERIO DE AGRICULTURA GANADERIA Y PESCA","2022-07-19","TRANSPORTE","DOCUMENTACION OBLIGATORIA"
"375522","368450","Decreto","428","","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-07-22","MINISTERIO DE ECONOMIA","DESIGNACION"
"375524","37014","Ley","12346","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1937-01-21","COORDINACION DEL TRANSPORTE","CREACION DE LA COMISION NACIONAL"
"375524","9005","Decreto","958","","PODER EJECUTIVO NACIONAL (P.E.N.)","1992-06-18","TRANSPORTE","TRANSPORTE AUTOMOTOR DE PASAJEROS - NORMAS"
"375524","267375","Resolución","76","E","SECRETARIA DE GESTION DE TRANSPORTE","2016-11-08","MINISTERIO DE TRANSPORTE","REGIMEN DE CONTROL DE IDENTIFICACION DE PASAJEROS DE LOS SERVICIOS DE TRANSPORTE"
"375524","271883","Resolución","53","E","MINISTERIO DE TRANSPORTE","2017-02-15","MINISTERIO DE TRANSPORTE","FONDO DE RECONVERSION PARA LOS SERVICIOS DE TRANSPORTE POR AUTOMOTOR DE PASAJEROS"
"375525","339619","Decisión Administrativa","1188","","JEFATURA DE GABINETE DE MINISTROS","2020-07-06","MINISTERIO DE TRANSPORTE","DESIGNACION"
"375525","348304","Resolución","93","","MINISTERIO DE TRANSPORTE","2021-03-29","MINISTERIO DE TRANSPORTE","DESIGNACIONES - PRORROGA"
"375525","348447","Decisión Administrativa","293","","JEFATURA DE GABINETE DE MINISTROS","2021-04-05","MINISTERIO DE TRANSPORTE","DESIGNACION"
"375525","358966","Decisión Administrativa","1282","","JEFATURA DE GABINETE DE MINISTROS","2021-12-30","MINISTERIO DE TRANSPORTE","DESIGNACION"
"375525","359427","Decisión Administrativa","10","","JEFATURA DE GABINETE DE MINISTROS","2022-01-11","MINISTERIO DE TRANSPORTE","DESIGNACION"
"375525","360794","Resolución","54","","MINISTERIO DE TRANSPORTE","2022-02-11","MINISTERIO DE TRANSPORTE","DESIGNACION - PRORROGA"
"375526","338672","Decisión Administrativa","1016","","JEFATURA DE GABINETE DE MINISTROS","2020-06-11","MINISTERIO DEL INTERIOR","DESIGNACION"
"375526","339134","Decisión Administrativa","1104","","JEFATURA DE GABINETE DE MINISTROS","2020-06-24","MINISTERIO DEL INTERIOR","DESIGNACION"
"375526","339693","Decisión Administrativa","1204","","JEFATURA DE GABINETE DE MINISTROS","2020-07-07","MINISTERIO DEL INTERIOR","DESIGNACION"
"375526","339785","Decisión Administrativa","1230","","JEFATURA DE GABINETE DE MINISTROS","2020-07-13","MINISTERIO DEL INTERIOR","DESIGNACION"
"375526","339911","Decisión Administrativa","1259","","JEFATURA DE GABINETE DE MINISTROS","2020-07-15","MINISTERIO DEL INTERIOR","DESIGNACION"
"375526","349501","Decisión Administrativa","436","","JEFATURA DE GABINETE DE MINISTROS","2021-05-03","MINISTERIO DEL INTERIOR","DESIGNACION"
"375526","349658","Decisión Administrativa","443","","JEFATURA DE GABINETE DE MINISTROS","2021-05-07","MINISTERIO DEL INTERIOR","DESIGNACION"
"375526","360563","Resolución","10","","MINISTERIO DEL INTERIOR","2022-02-07","MINISTERIO DEL INTERIOR","DESIGNACIONES - PRORROGA"
"375527","61181","Ley","25191","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1999-11-30","TRABAJADORES RURALES","REGISTRO Y LIBRETA - CREACION"
"375527","104799","Resolución","302","","REGISTRO NACIONAL DE TRABAJADORES RURALES Y EMPLEADORES","2005-03-22","REGISTRO NAC. TRABAJADORES RURALES Y EMPLEADORES","DETERMINACION DE DEUDA - PROCEDIMIENTO"
"375527","130926","Resolución","904","","REGISTRO NACIONAL DE TRABAJADORES RURALES Y EMPLEADORES","2007-08-07","REGISTRO NACIONAL DE TRABAJADORES RURALES Y EMPLEADORES","RESOLUCION CONJUNTA N° 379/2005 Y 369/2005 - COMPLEMENTACION"
"375527","307333","Resolución","64","","REGISTRO NACIONAL DE TRABAJADORES RURALES Y EMPLEADORES","2018-03-01","REGISTRO NACIONAL DE TRABAJADORES RURALES Y EMPLEADORES","NUEVA LIBRETA DEL TRABAJADOR RURAL DEL RENATRE"
"375527","351267","Resolución","243","","REGISTRO NACIONAL DE TRABAJADORES RURALES Y EMPLEADORES","2021-06-24","REGISTRO NACIONAL DE TRABAJADORES RURALES Y EMPLEADORES","PRESENTACION VIRTUAL DE IMPUGNACIONES DEUDA POR CONTRIBUCION E INFRACCIONES"
"375528","219405","Resolución","622","GENERAL","COMISION NACIONAL DE VALORES","2013-09-09","COMISION NACIONAL DE VALORES","NORMAS N.T. 2013 - APROBACION"
"375528","273567","Ley","27349","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2017-04-12","APOYO AL CAPITAL EMPRENDEDOR","DISPOSICIONES GENERALES"
"375534","9909","Decreto","1490","","PODER EJECUTIVO NACIONAL (P.E.N.)","1992-08-27","SALUD PUBLICA","INTERES NACIONAL - ATENCION DE LA SALUD"
"375534","180143","Disposición","1719","","ADM.NAC.DE MEDICAMENTOS, ALIMENTOS Y TEC. MEDICA","2011-03-15","ADMINISTRACION NACIONAL DE MEDICAMENTOS, ALIMENTOS Y TECNOLOGIA MEDICA","PROGRAMA PARA EL APOYO A LA INNOVACION EN MEDICAMENTOS Y PRODUCTOS PARA LA SALUD - CREACION"
"375535","58457","Disposición","3185","","ADM.NAC.DE MEDICAMENTOS, ALIMENTOS Y TEC. MEDICA","1999-07-02","ESPECIALIDADES MEDICINALES","RIESGO SANITARIO SIGNIFICATIVO - RECOMENDACIONES-"
"375535","151362","Disposición","758","","ADM.NAC.DE MEDICAMENTOS, ALIMENTOS Y TEC. MEDICA","2009-03-13","PRODUCTOS MEDICINALES","CRITERIOS DE BIOEXENCION DE ESTUDIOS DE BIOEQUIVALENCIA"
"375535","199978","Disposición","4132","","ADM.NAC.DE MEDICAMENTOS, ALIMENTOS Y TEC. MEDICA","2012-07-24","ESPECIALIDADES MEDICINALES","DEMOSTRACION DE BIOEQUIVALENCIA - INCORPORACION"
"375536","37871","Ley","24653","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1996-07-16","TRANSPORTE AUTOMOTOR DE CARGAS","DEFINICION Y CONCEPTOS GENERALES"
"375536","260018","Resolución","8","","SECRETARIA DE GESTION DE TRANSPORTE","2016-04-04","MINISTERIO DE TRANSPORTE","ESQUEMA TARIFARIO REFERENCIAL - APRUEBASE"
"375536","367591","Disposición","5","","SUBSECRETARIA DE TRANSPORTE AUTOMOTOR","2022-07-07","MINISTERIO DE TRANSPORTE","TARIFA DE REFERENCIA - APRUEBASE"
"375537","366206","Resolución","413","","SUPERINTENDENCIA DE SEGUROS DE LA NACION","2022-06-09","SEGUROS","PROCESO DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - INICIO"
"375538","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375538","328581","Resolución","490","","SECRETARIA DE TRABAJO","2019-09-17","CONVENCIONES COLECTIVAS DE TRABAJO","UNION DE TRABAJADORES DE ENTIDADES DEPORTIVAS Y CIVILES - OTRO"
"375539","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375539","374877","Resolución","1812","","SECRETARIA DE TRABAJO","2022-11-14","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO DE MECANICOS Y AFINES DEL TRANSPORTE AUTOMOTOR DE LA REPUBLICA ARGENTINA  - FAATRA"
"375540","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375540","351384","Resolución","69","","SECRETARIA DE TRABAJO","2021-06-28","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO ARGENTINO DE EMPLEADOS Y OBREROS DE LA ENSEÑANZA PRIVADA - OTRO"
"375540","365014","Resolución","458","","SECRETARIA DE TRABAJO","2022-05-19","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO ARGENTINO DE EMPLEADOS Y OBREROS DE LA ENSEÑANZA PRIVADA - OTROS"
"375541","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375541","339756","Resolución","304","","SECRETARIA DE TRABAJO","2020-07-08","CONVENCIONES COLECTIVAS DE TRABAJO","F.O.E.E.S.I.T.R.A. - TELECOM ARGENTINA SOCIEDAD ANONIMA"
"375541","349102","Resolución","27","","SECRETARIA DE TRABAJO","2021-04-22","CONVENCIONES COLECTIVAS DE TRABAJO","UTHGRA - CASINO DE ROSARIO SOCIEDAD ANONIMA"
"375541","362064","Resolución","12","","SECRETARIA DE TRABAJO","2022-03-11","CONVENCIONES COLECTIVAS DE TRABAJO","F.O.E.E.S.I.T.R.A. - TELECOM ARGENTINA SOCIEDAD ANONIMA"
"375541","365555","Resolución","593","","SECRETARIA DE TRABAJO","2022-05-30","CONVENCIONES COLECTIVAS DE TRABAJO","F.O.E.E.S.I.T.R.A. - TELECOM ARGENTINA SOCIEDAD ANONIMA"
"375541","365557","Resolución","595","","SECRETARIA DE TRABAJO","2022-05-30","CONVENCIONES COLECTIVAS DE TRABAJO","F.O.E.E.S.I.T.R.A. - TELECOM ARGENTINA SOCIEDAD ANONIMA"
"375541","367157","Disposición","468","","DIRECCION NACIONAL DE RELACIONES Y REGULACIONES DEL TRABAJO","2022-07-01","CONVENCIONES COLECTIVAS DE TRABAJO","F.O.E.E.S.I.T.R.A. - TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA"
"375541","367174","Resolución","817","","SECRETARIA DE TRABAJO","2022-07-01","CONVENCIONES COLECTIVAS DE TRABAJO","UTHGRA - CASINO DE ROSARIO SOCIEDAD ANONIMA"
"375541","368679","Resolución","877","","SECRETARIA DE TRABAJO","2022-07-26","CONVENCIONES COLECTIVAS DE TRABAJO","F.O.E.E.S.I.T.R.A. - TELEFONICA MOVILES ARGENTINA SA - TELECOM ARGENTINA SA - AMX ARGENTINA SA"
"375541","370354","Resolución","1060","","SECRETARIA DE TRABAJO","2022-08-25","CONVENCIONES COLECTIVAS DE TRABAJO","CASINO DE ROSARIO SOCIEDAD ANONIMA - U.T.H.G.R.A."
"375541","370854","Disposición","580","","DIRECCION NACIONAL DE RELACIONES Y REGULACIONES DEL TRABAJO","2022-09-05","CONVENCIONES COLECTIVAS DE TRABAJO","UTHGRA - CASINO DE ROSARIO SOCIEDAD ANONIMA"
"375541","370988","Resolución","1127","","SECRETARIA DE TRABAJO","2022-09-07","CONVENCIONES COLECTIVAS DE TRABAJO","F.O.E.E.S.I.T.R.A. - TELECOM ARGENTINA SOCIEDAD ANONIMA"
"375541","370998","Resolución","1142","","SECRETARIA DE TRABAJO","2022-09-07","CONVENCIONES COLECTIVAS DE TRABAJO","F.O.E.E.S.I.T.R.A. - TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA"
"375541","374200","Resolución","1707","","SECRETARIA DE TRABAJO","2022-11-03","CONVENCIONES COLECTIVAS DE TRABAJO","F.O.E.E.S.I.T.R.A. -TELEFONICA MOVILES ARGENTINA SA - TELECOM ARGENTINA SA - AMX ARGENTINA SA"
"375541","374449","Resolución","1768","","SECRETARIA DE TRABAJO","2022-11-08","CONVENCIONES COLECTIVAS DE TRABAJO","F.O.E.E.S.I.T.R.A. - TELECOM ARGENTINA SOCIEDAD ANONIMA"
"375542","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375542","351332","Resolución","59","","SECRETARIA DE TRABAJO","2021-06-25","CONVENCIONES COLECTIVAS DE TRABAJO","F.O.E.E.S.I.T.R.A. - TELECOM ARGENTINA SOCIEDAD ANONIMA"
"375542","359552","Disposición","270","","DIRECCION DE NORMATIVA LABORAL","2022-01-13","CONVENCIONES COLECTIVAS DE TRABAJO","F.O.E.E.S.I.T.R.A. - TELECOM ARGENTINA SOCIEDAD ANONIMA"
"375543","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375544","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375544","375117","Resolución","1858","","SECRETARIA DE TRABAJO","2022-11-16","CONVENCIONES COLECTIVAS DE TRABAJO","UTHGRA - FEDERACION ARGENTINA DE ALOJAMIENTOS POR HORAS"
"375545","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375545","366086","Resolución","719","","SECRETARIA DE TRABAJO","2022-06-07","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO UNICO DE LA PUBLICIDAD - IBOPE ARGENTINA SOCIEDAD ANONIMA"
"375546","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375546","365552","Resolución","589","","SECRETARIA DE TRABAJO","2022-05-30","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO DE TRABAJADORES DE INDUSTRIAS DE LA ALIMENTACION - OTROS"
"375547","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375547","360674","Resolución","1299","","SECRETARIA DE TRABAJO","2022-02-09","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO DE TRABAJADORES DE INDUSTRIAS DE LA ALIMENTACION -  MOLINOS RIO DE LA PLATA SA"
"375548","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375548","354128","Resolución","285","","SECRETARIA DE TRABAJO","2021-09-14","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO UNICO DE LA PUBLICIDAD - IBOPE ARGENTINA SOCIEDAD ANONIMA"
"375549","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375550","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375551","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375552","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375553","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375554","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375555","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375556","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375557","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375558","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375559","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375560","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375561","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375562","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375564","375563","Ley","27698","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2022-11-28","CONVENIOS","APROBACION"
"375565","370837","Decreto","576","DNU","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-09-05","PROGRAMA DE INCREMENTO EXPORTADOR","CREACION"
"375566","98327","Ley","25916","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2004-09-07","GESTION DE RESIDUOS DOMICILIARIOS","PRESUPUESTOS MINIMOS PROTECCION AMBIENTAL"
