"id_norma_modificatoria","id_norma_modificada","tipo_norma","nro_norma","clase_norma","organismo_origen","fecha_boletin","titulo_sumario","titulo_resumido"
"375313","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375314","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375315","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375316","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375317","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375319","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375320","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375321","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375322","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375323","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375324","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375325","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375326","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375327","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375328","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375329","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375330","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375331","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375332","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375333","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375334","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375336","355672","Resolución","984","","SECRETARIA DE ENERGIA","2021-10-21","MINISTERIO DE ECONOMIA","CONCURSO PUBLICO NACIONAL - CONVOCATORIA"
"375336","374849","Resolución","770","","SECRETARIA DE ENERGIA","2022-11-14","MINISTERIO DE ECONOMIA","CONCURSO PUBLICO NACIONAL - CONVOCATORIA"
"375343","368229","Resolución","136","","SECRETARIA DE GESTION Y EMPLEO PUBLICO","2022-07-19","JEFATURA DE GABINETE DE MINISTROS","COBERTURA DE CARGOS - INICIESE PROCESO"
"375344","364661","Resolución","85","","SECRETARIA DE GESTION Y EMPLEO PUBLICO","2022-05-12","JEFATURA DE GABINETE DE MINISTROS","COBERTURA DE CARGOS - INICIESE PROCESO"
"375345","362825","Resolución","110","","MINISTERIO DE CIENCIA TECNOLOGIA E INNOVACION","2022-03-29","MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION","DESIGNACIONES - PRORROGA"
"375346","333138","Decreto","7","DNU","PODER EJECUTIVO NACIONAL (P.E.N.)","2019-12-11","LEY DE MINISTERIOS","MODIFICACION"
"375346","333535","Decreto","50","","PODER EJECUTIVO NACIONAL (P.E.N.)","2019-12-20","ADMINISTRACION PUBLICA NACIONAL","ESTRUCTURA ORGANIZATIVA"
"375348","332477","Resolución","1347","","MINISTERIO DE PRODUCCION Y TRABAJO","2019-12-02","MINISTERIO DE PRODUCCION Y TRABAJO","DUMPING - CIERRE DE INVESTIGACION"
"375349","299855","Resolución","701","E","MINISTERIO DE PRODUCCION","2017-12-01","MINISTERIO DE PRODUCCION","DUMPING - CIERRE DE EXAMEN"
"375351","106520","Resolución","392","","SECRETARIA DE AGRICULTURA, GANADERIA, PESCA Y ALIM","2005-05-26","ALIMENTOS ARGENTINOS","SELLO Y PREMIO - CREACION"
"375351","234097","Ley","26967","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2014-09-01","ALIMENTOS ARGENTINOS","SELLO 'ALIMENTOS ARGENTINOS UNA ELECCION NATURAL' - CREASE"
"375351","314131","Resolución","84","","SECRETARIA DE ALIMENTOS Y BIOECONOMIA","2018-09-06","MINISTERIO DE AGROINDUSTRIA","PROTOCOLO DE CALIDAD PARA CARNE BOVINA ENFRIADA Y ENVASADA AL VACIO"
"375352","106520","Resolución","392","","SECRETARIA DE AGRICULTURA, GANADERIA, PESCA Y ALIM","2005-05-26","ALIMENTOS ARGENTINOS","SELLO Y PREMIO - CREACION"
"375352","234097","Ley","26967","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2014-09-01","ALIMENTOS ARGENTINOS","SELLO 'ALIMENTOS ARGENTINOS UNA ELECCION NATURAL' - CREASE"
"375353","355761","Decreto","727","","PODER EJECUTIVO NACIONAL (P.E.N.)","2021-10-23","PROMOCION INDUSTRIAL","ESTABLECESE PLAZO DE VIGENCIA DE LOS DERECHOS Y OBLIGACIONES"
"375354","310020","Ley","27437","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2018-05-10","LEY DE COMPRE ARGENTINO Y DESARROLLO DE PROVEEDORES","ALCANCES"
"375355","355761","Decreto","727","","PODER EJECUTIVO NACIONAL (P.E.N.)","2021-10-23","PROMOCION INDUSTRIAL","ESTABLECESE PLAZO DE VIGENCIA DE LOS DERECHOS Y OBLIGACIONES"
"375356","354374","Resolución","585","","MINISTERIO DE DESARROLLO PRODUCTIVO","2021-09-22","MINISTERIO DE DESARROLLO PRODUCTIVO","PROGRAMA DESARROLLO PRODUCTIVO PYME - CREASE"
"375356","365938","Resolución","498","","MINISTERIO DE DESARROLLO PRODUCTIVO","2022-06-06","MINISTERIO DE DESARROLLO PRODUCTIVO","PROGRAMA DESARROLLO PRODUCTIVO PYME - SEGUNDA CONVOCATORIA"
"375360","351306","Resolución","222","","MINISTERIO DE OBRAS PUBLICAS","2021-06-25","MINISTERIO DE OBRAS PUBLICAS","PROGRAMA DE INFRAESTRUCTURA DEL TRANSPORTE, MOVILIDAD Y ACCESIBILIDAD - CREASE"
"375361","273801","Ley","27350","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2017-04-19","INVESTIGACION MEDICA Y CIENTIFICA","USO MEDICINAL DE LA PLANTA DE CANNABIS Y SUS DERIVADOS"
"375361","344131","Decreto","883","Reglamentario","PODER EJECUTIVO NACIONAL (P.E.N.)","2020-11-12","INVESTIGACION MEDICA Y CIENTIFICA DEL USO MEDICINAL DE LA PLANTA DE CANNABIS Y SUS DERIVADOS","LEY 27350 - SU REGLAMENTACION"
"375362","349435","Decreto","277","","PODER EJECUTIVO NACIONAL (P.E.N.)","2021-04-30","INSTITUTO NACIONAL DE REHABILITACION PSICOFISICA DEL SUR 'DR. JUAN OTIMIO TESONE'","DESIGNACION"
"375362","362741","Resolución","647","","MINISTERIO DE SALUD","2022-03-28","MINISTERIO DE SALUD","DESIGNACION - PRORROGA"
"375366","350866","Resolución","94","Sintetizada","MINISTERIO DE AGRICULTURA GANADERIA Y PESCA","2021-06-10","MINISTERIO DE AGRICULTURA, GANADERIA Y PESCA","ASIGNACION DE FUNCIONES"
"375366","359813","Resolución","665","Sintetizada","SERVICIO NACIONAL DE SANIDAD Y CALIDAD AGROALIMENT","2022-01-19","SERVICIO NACIONAL DE SANIDAD Y CALIDAD AGROALIMENTARIA","ASIGNACION DE FUNCIONES - PRORROGA"
"375367","339555","Decisión Administrativa","1174","","JEFATURA DE GABINETE DE MINISTROS","2020-07-03","SERVICIO NACIONAL DE SANIDAD Y CALIDAD AGROALIMENTARIA","DESIGNACION"
"375367","360612","Resolución","78","Sintetizada","SERVICIO NACIONAL DE SANIDAD Y CALIDAD AGROALIMENT","2022-02-08","SERVICIO NACIONAL DE SANIDAD Y CALIDAD AGROALIMENTARIA","DESIGNACION - PRORROGA"
"375368","271098","Disposición","3","","DIRECCION REGIONAL SANTA FE (AFIP-DGI)","2017-01-23","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","REGIMEN DE REEMPLAZOS - MODIFICACION"
"375371","140098","Ley","26363","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2008-04-30","TRANSITO Y SEGURIDAD VIAL","AGENCIA NACIONAL DE SEGURIDAD VIAL - CREACION"
"375372","117238","Ley","26102","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2006-06-22","LEY DE SEGURIDAD AEROPORTUARIA","SISTEMA DE SEGURIDAD AEROPORTUARIA"
"375372","164048","Disposición","74","","POLICIA DE SEGURIDAD AEROPORTUARIA","2010-02-10","POLICIA DE SEGURIDAD AEROPORTUARIA","PROGRAMA NACIONAL DE SEGURIDAD DE LA AVIACION CIVIL DE LA REPUBLICA ARGENTINA - APROBACION"
"375372","320571","Disposición","120","","POLICIA DE SEGURIDAD AEROPORTUARIA","2019-03-06","POLICIA DE SEGURIDAD AEROPORTUARIA","DISPOSICION N° 74/2010 - MODIFICACION"
"375373","265453","Ley","27271","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2016-09-15","CASA DE AHORRO","SISTEMA PARA EL FOMENTO DE LA INVERSION EN VIVIENDA"
"375374","67346","Comunicación","3274","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2001-06-14","ENTIDADES FINANCIERAS","REGIMEN DE ENCAJES"
"375375","373141","Comunicación","7622","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-10-17","ENTIDADES FINANCIERAS","CIRCULAR CAMEX 1-939: EXTERIOR Y CAMBIOS. ADECUACIONES."
"375383","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375384","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375385","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375386","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375387","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375388","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375389","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375390","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375391","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375392","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375393","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375393","372091","Resolución","1434","","SECRETARIA DE TRABAJO","2022-09-27","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACION OBRERA DE LA INDUSTRIA DEL VESTIDO Y AFINES - FAIIA"
"375393","373389","Resolución","1576","","SECRETARIA DE TRABAJO","2022-10-20","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACION OBRERA DE LA INDUSTRIA DEL VESTIDO Y AFINES - FAIIA"
"375394","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375394","350243","Resolución","1375","","SECRETARIA DE TRABAJO","2021-05-26","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO DEL PERSONAL DE INDUSTRIAS QUIMICAS Y PETROQUIMICAS DE ZARATE - FADEMI SA -  UNIONBAT SA"
"375394","361297","Resolución","1677","","SECRETARIA DE TRABAJO","2022-02-24","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO DEL PERSONAL DE INDUSTRIAS QUIMICAS Y PETROQUIMICAS DE ZARATE - UNIONBAT SA - FADEMI SA"
"375394","365449","Resolución","571","","SECRETARIA DE TRABAJO","2022-05-27","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO DEL PERSONAL DE INDUSTRIAS QUIMICAS Y PETROQUIMICAS DE ZARATE - UNIONBAT SA - FADEMI SA"
"375395","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375396","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375397","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375398","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375399","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375400","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375401","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375402","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375403","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375404","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375405","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375406","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375407","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375408","358624","Ley","27656","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2021-12-24","REPARACION HISTORICA","DISPOSICIONES"
"375410","317608","Resolución","630","","MINISTERIO DE RELACIONES EXTERIORES Y CULTO","2018-12-14","MINISTERIO DE RELACIONES EXTERIORES Y CULTO","CONCURSO - DEJASE SIN EFECTO"
"375413","338410","Decreto","514","","PODER EJECUTIVO NACIONAL (P.E.N.)","2020-06-08","INSTITUTO NACIONAL JUAN DOMINGO PERON DE ESTUDIOS E INVESTIGACIONES HISTORICAS, SOCIALES Y POLITICAS","DESIGNACION"
"375415","333676","Decreto","101","","PODER EJECUTIVO NACIONAL (P.E.N.)","2019-12-31","SECRETARIA DE COMUNICACION Y PRENSA","DESIGNACION"
"375416","361756","Decreto","109","","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-03-08","UNIDAD DE INFORMACION FINANCIERA","DESIGNACION"
"375418","200638","Decreto","1382","DNU","PODER EJECUTIVO NACIONAL (P.E.N.)","2012-08-13","ADMINISTRACION PUBLICA NACIONAL","AGENCIA DE ADMINISTRACION DE BIENES DEL ESTADO - CREACION"
"375423","352201","Resolución","856","","INSTITUTO NACIONAL DE CINE Y ARTES AUDIOVISUALES","2021-07-21","INSTITUTO NACIONAL DE CINE Y ARTES AUDIOVISUALES","CONCURSO NACIONAL Y FEDERAL - APROBACION"
"375424","369927","Resolución","1017","","INSTITUTO NACIONAL DE CINE Y ARTES AUDIOVISUALES","2022-08-18","INSTITUTO NACIONAL DE CINE Y ARTES AUDIOVISUALES","CONCURSO DE PRODUCCION DE SERIES DE FICCION SOBRE TEMATICAS CIENTIFICAS Y TECNOLOGICAS - LLAMADO"
"375426","79980","Ley","25675","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2002-11-28","POLITICA AMBIENTAL NACIONAL","PRESUPUESTO MINIMOS PARA GESTION SUSTENTABLE"
"375426","331897","Resolución","437","","SECRETARIA DE GOBIERNO DE AMBIENTE Y DESARROLLO SUSTENTABLE","2019-11-20","SECRETARIA GENERAL","PROGRAMAS DE RECONVERSION INDUSTRIAL - REGLAMENTO Y GLOSARIO"
"375427","79980","Ley","25675","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2002-11-28","POLITICA AMBIENTAL NACIONAL","PRESUPUESTO MINIMOS PARA GESTION SUSTENTABLE"
"375428","369712","Resolución","1191","","MINISTERIO DE DESARROLLO SOCIAL","2022-08-16","MINISTERIO DE DESARROLLO SOCIAL","PROCESO PARA LA IMPLEMENTACION DEL REGIMEN DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375429","369712","Resolución","1191","","MINISTERIO DE DESARROLLO SOCIAL","2022-08-16","MINISTERIO DE DESARROLLO SOCIAL","PROCESO PARA LA IMPLEMENTACION DEL REGIMEN DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375430","365581","Resolución","620","","MINISTERIO DE DESARROLLO SOCIAL","2022-05-31","MINISTERIO DE DESARROLLO SOCIAL","PROCESO REGIMEN DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375431","365581","Resolución","620","","MINISTERIO DE DESARROLLO SOCIAL","2022-05-31","MINISTERIO DE DESARROLLO SOCIAL","PROCESO REGIMEN DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375432","360046","Decisión Administrativa","60","","JEFATURA DE GABINETE DE MINISTROS","2022-01-25","MINISTERIO DE DESARROLLO TERRITORIAL Y HABITAT","DESIGNACION"
"375433","157271","Ley","26509","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2009-08-28","EMERGENCIA AGROPECUARIA","SISTEMA NACIONAL PARA LA PREVENCION Y MITIGACION DE EMERGENCIAS Y DESASTRES AGROPECUARIOS - CREACION"
"375433","361326","Resolución","36","","MINISTERIO DE AGRICULTURA GANADERIA Y PESCA","2022-02-25","MINISTERIO DE AGRICULTURA, GANADERIA Y PESCA","ESTADO DE EMERGENCIA Y/O DESASTRE AGROPECUARIO CORRIENTES - DECLARESE"
"375434","373193","Resolución","717","","MINISTERIO DE ECONOMIA","2022-10-18","MINISTERIO DE ECONOMIA","DESIGNACIONES"
"375435","352587","Ley","27640","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2021-08-04","BIOCOMBUSTIBLES","MARCO REGULATORIO DE BIOCOMBUSTIBLES"
"375436","344135","Decisión Administrativa","2033","","JEFATURA DE GABINETE DE MINISTROS","2020-11-12","MINISTERIO DE EDUCACION","DESIGNACION"
"375436","361000","Resolución","460","","MINISTERIO DE EDUCACION","2022-02-17","MINISTERIO DE EDUCACION","DESIGNACION - PRORROGA"
"375437","77088","Ley","25630","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2002-08-23","SALUD PUBLICA","ANEMIAS Y MALFORMACIONES DEL TUBO NEURAL"
"375438","61394","Ley","25233","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1999-12-14","LEY DE MINISTERIOS","MODIFICACION / OFICINA NACIONAL DE ANTICORRUPCION"
"375438","115347","Resolución","29","","SINDICATURA GENERAL DE LA NACION","2006-04-07","SINDICATURA GENERAL DE LA NACION","REGLAMENTO DE DENUNCIAS - APROBACION"
"375439","115131","Resolución","28","","SINDICATURA GENERAL DE LA NACION","2006-04-03","SINDICATURA GENERAL DE LA NACION","PROCEDIMIENTO PARA EJERCICIO DE FUNCIONES"
"375439","369170","Decreto","456","","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-08-04","REGLAMENTO DE INVESTIGACIONES ADMINISTRATIVAS","APROBACION"
"375440","235975","Ley","26994","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2014-10-08","CODIGO CIVIL Y COMERCIAL DE LA NACION","APROBACION"
"375440","249837","Resolución","7","GENERAL","INSPECCION GENERAL DE JUSTICIA","2015-07-31","INSPECCION GENERAL DE JUSTICIA","NORMAS - APROBACION"
"375441","38621","Ley","24674","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1996-08-16","IMPUESTOS INTERNOS","SU MODIFICACION"
"375441","140615","Resolución","2445","GENERAL","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","2008-05-15","IMPUESTOS INTERNOS","CIGARRILLOS Y ADICIONAL DE EMERGENCIA A LOS CIGARRILLOS"
"375441","357668","Resolución","5113","GENERAL","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","2021-12-03","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","IMPUESTOS INTERNOS Y ADICIONAL DE EMERGENCIA A LOS CIGARRILLOS - NUEVA VERSION DEL PROGRAMA"
"375442","16536","Ley","22415","","PODER EJECUTIVO NACIONAL (P.E.N.)","1981-03-23","CODIGO ADUANERO","SU APROBACION"
"375442","357024","Resolución","5102","GENERAL","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","2021-11-23","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","PLAZO - AMPLIACION"
"375443","370837","Decreto","576","DNU","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-09-05","PROGRAMA DE INCREMENTO EXPORTADOR","CREACION"
"375447","345720","Ley","27602","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2020-12-29","PRODUCTOS COSMETICOS Y PRODUCTOS DE HIGIENE ORAL DE USO ODONTOLOGICO","DISPOSICIONES"
"375447","367499","Disposición","5390","","ADM.NAC.DE MEDICAMENTOS, ALIMENTOS Y TEC. MEDICA","2022-07-06","ADMINISTRACION NACIONAL DE MEDICAMENTOS, ALIMENTOS Y TECNOLOGIA MEDICA","PLAZO - OTORGASE"
"375448","117238","Ley","26102","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2006-06-22","LEY DE SEGURIDAD AEROPORTUARIA","SISTEMA DE SEGURIDAD AEROPORTUARIA"
"375448","164048","Disposición","74","","POLICIA DE SEGURIDAD AEROPORTUARIA","2010-02-10","POLICIA DE SEGURIDAD AEROPORTUARIA","PROGRAMA NACIONAL DE SEGURIDAD DE LA AVIACION CIVIL DE LA REPUBLICA ARGENTINA - APROBACION"
"375448","330855","Disposición","996","","POLICIA DE SEGURIDAD AEROPORTUARIA","2019-10-29","POLICIA DE SEGURIDAD AEROPORTUARIA","APENDICE N° 10 PNSAC - DEROGUESE"
"375449","117238","Ley","26102","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2006-06-22","LEY DE SEGURIDAD AEROPORTUARIA","SISTEMA DE SEGURIDAD AEROPORTUARIA"
"375449","164048","Disposición","74","","POLICIA DE SEGURIDAD AEROPORTUARIA","2010-02-10","POLICIA DE SEGURIDAD AEROPORTUARIA","PROGRAMA NACIONAL DE SEGURIDAD DE LA AVIACION CIVIL DE LA REPUBLICA ARGENTINA - APROBACION"
"375450","117238","Ley","26102","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2006-06-22","LEY DE SEGURIDAD AEROPORTUARIA","SISTEMA DE SEGURIDAD AEROPORTUARIA"
"375450","164048","Disposición","74","","POLICIA DE SEGURIDAD AEROPORTUARIA","2010-02-10","POLICIA DE SEGURIDAD AEROPORTUARIA","PROGRAMA NACIONAL DE SEGURIDAD DE LA AVIACION CIVIL DE LA REPUBLICA ARGENTINA - APROBACION"
"375450","326043","Disposición","668","","POLICIA DE SEGURIDAD AEROPORTUARIA","2019-08-01","POLICIA DE SEGURIDAD AEROPORTUARIA","REGLAMENTO DE SEGURIDAD DE LA AVIACION RSA N° 13 - APRUEBASE"
"375451","117238","Ley","26102","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2006-06-22","LEY DE SEGURIDAD AEROPORTUARIA","SISTEMA DE SEGURIDAD AEROPORTUARIA"
"375451","164048","Disposición","74","","POLICIA DE SEGURIDAD AEROPORTUARIA","2010-02-10","POLICIA DE SEGURIDAD AEROPORTUARIA","PROGRAMA NACIONAL DE SEGURIDAD DE LA AVIACION CIVIL DE LA REPUBLICA ARGENTINA - APROBACION"
"375451","276600","Disposición","545","E","POLICIA DE SEGURIDAD AEROPORTUARIA","2017-07-06","MINISTERIO DE SEGURIDAD","REGLAMENTO DE SEGURIDAD DE LA AVIACION - RSA Nº 07 'PROTOCOLO DE PRUEBAS DE SEGURIDAD"
"375452","117238","Ley","26102","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2006-06-22","LEY DE SEGURIDAD AEROPORTUARIA","SISTEMA DE SEGURIDAD AEROPORTUARIA"
"375452","164048","Disposición","74","","POLICIA DE SEGURIDAD AEROPORTUARIA","2010-02-10","POLICIA DE SEGURIDAD AEROPORTUARIA","PROGRAMA NACIONAL DE SEGURIDAD DE LA AVIACION CIVIL DE LA REPUBLICA ARGENTINA - APROBACION"
"375453","117238","Ley","26102","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2006-06-22","LEY DE SEGURIDAD AEROPORTUARIA","SISTEMA DE SEGURIDAD AEROPORTUARIA"
"375453","164048","Disposición","74","","POLICIA DE SEGURIDAD AEROPORTUARIA","2010-02-10","POLICIA DE SEGURIDAD AEROPORTUARIA","PROGRAMA NACIONAL DE SEGURIDAD DE LA AVIACION CIVIL DE LA REPUBLICA ARGENTINA - APROBACION"
"375453","348516","Disposición","272","","POLICIA DE SEGURIDAD AEROPORTUARIA","2021-04-06","POLICIA DE SEGURIDAD AEROPORTUARIA","ESCALA DE ARANCELES PARA LA EMISION Y RENOVACION DE LOS PERMISOS PERSONALES AEROPORTUARIOS Y TARJETA"
"375454","44300","Decreto","590","","PODER EJECUTIVO NACIONAL (P.E.N.)","1997-07-04","RIESGOS DEL TRABAJO","CREACION DEL FONDO PARA FINES ESPECIFICOS"
